ID;airport_name;type;country;lat;long;elevation;service
FAES;Eshowe Airport;small_airport;ZA;-28.880199432373047;31.45490074157715;1601.0;no
FAET;Elliot Airport;small_airport;ZA;-31.306900024414062;27.84950065612793;5028.0;no
FAFB;Ficksburg Sentraoes Airport;medium_airport;ZA;-28.82309913635254;27.908899307250977;5315.0;no
FAFF;Frankfort Airport;small_airport;ZA;-27.286786;28.514585;5176.0;no
FAFG;Flamingo Vlei Airport;small_airport;ZA;-30.49099922180176;21.121700286865234;3248.0;no
FAFO;Fort Beaufort Airport;small_airport;ZA;-32.79050064086914;26.577699661254883;1581.0;no
FAFR;Fraserburg Airport;small_airport;ZA;-31.933900833129883;21.502500534057617;4180.0;no
FAFU;Fraaiuitzicht Airport;small_airport;ZA;-27.316999435424805;27.25;4841.0;no
FAFW;Freeway Airport;small_airport;ZA;-25.47719955444336;28.290000915527344;3819.0;no
FAGC;Grand Central Airport;medium_airport;ZA;-25.986299514799995;28.1401004791;5325.0;no
FAGG;George Airport;large_airport;ZA;-34.0056;22.378902;648.0;yes
FAGH;Glen Grey Airport;small_airport;ZA;-28.83333396911621;29.46666717529297;3500.0;no
FAGI;Giyani Airport;small_airport;ZA;-23.2833;30.65;1584.0;no
FAGJ;Gifvlei Airport;small_airport;ZA;-30.38330078125;20.033300399780277;3199.0;no
FAGL;Groblersdal Kob Airport;small_airport;ZA;-25.186899;29.403299;3051.0;no
FAGO;Gowrie Airport;small_airport;ZA;-24.7371653036;31.5602874756;1200.0;no
FAGR;Graaff Reinet Airport;small_airport;ZA;-32.1936;24.541401;2604.0;no
FAGT;Grahamstown Airport;small_airport;ZA;-33.284698;26.4981;2135.0;no
FAGV;Gravelotte Airport;small_airport;ZA;-23.91127;30.696192;1650.0;no
FAGW;Magwa Airport;small_airport;ZA;-31.39394187927246;29.693470001220703;1823.0;no
FAGY;Greytown Airport;small_airport;ZA;-29.122;30.5867;3531.0;no
FAHA;Harmony Airport;small_airport;ZA;-28.078699;26.8612;4399.0;no
FAHB;Hartebeespoortdam Airport;small_airport;ZA;-24.50239944458008;28.079099655151367;3740.0;no
FAHC;Howick Airport;small_airport;ZA;-29.55279922485352;30.21109962463379;3619.0;no
FAHD;Humansdorp Airport;small_airport;ZA;-34.036598205566406;24.78890037536621;345.0;no
FAHF;Henrys Flats Airport;small_airport;ZA;-33.04610061645508;25.71689987182617;1709.0;no
FAHG;Heidelburg Airport;small_airport;ZA;-26.51;28.389999;5089.0;no
FAHH;Hibberdene Airport;small_airport;ZA;-30.583947;30.558562;89.0;no
FAHI;Halfweg Airport;small_airport;ZA;-30.0132999420166;20.13920021057129;3159.0;no
FAHJ;Harding Airport;small_airport;ZA;-30.574533;29.90565;2890.0;no
FAHK;Haakdoornboom Airport;small_airport;ZA;-25.58720016479492;28.115800857543945;4055.0;no
FAHL;Hluhluwe Airport;small_airport;ZA;-28.0166049887;32.2751712799;249.0;no
FAHO;Heilbron Airport;small_airport;ZA;-27.278600692749023;27.9955997467041;5200.0;no
FAHP;Hoopstad Airport;small_airport;ZA;-27.82169914245605;25.916900634765625;4131.0;no
FAHR;Harrismith Airport;medium_airport;ZA;-28.2351;29.106199;5585.0;no
FAHT;Eastgate Airport / Air Force Base Hoedspruit;medium_airport;ZA;-24.361864;31.052921;1801.0;yes
FAHU;H M S Bastard Memorial Airport;small_airport;ZA;-30.542499542236328;29.499000549316406;4701.0;no
FAHV;Gariep Dam Airport;small_airport;ZA;-30.562111;25.529343;4176.0;no
FAIA;Itala Airport;small_airport;ZA;-27.4867000579834;31.17110061645508;2665.0;no
FAID;Idutywa Airport;small_airport;ZA;-32.099998474121094;28.316699981689453;2530.0;no
FAIS;Isithebe Airport;small_airport;ZA;-29.10555648803711;31.40749931335449;313.0;no
FAIV;Ingwavuma Airport;small_airport;ZA;-27.11709976196289;32.00870132446289;2100.0;no
FAIW;Indwe Airport;small_airport;ZA;-31.483333587646484;27.350000381469727;4167.0;no
FAJC;Jackalberry Airstrip;small_airport;ZA;-24.508666;31.142142;1850.0;no
FAJF;Jagersfontain Airport;small_airport;ZA;-29.762500762939453;25.433000564575195;4714.0;no
FAJP;Joubertina Airport;small_airport;ZA;-33.830747;23.827908;2007.0;no
FAJV;Jansenville Airport;small_airport;ZA;-32.9390983581543;24.670700073242188;1430.0;no
FAKB;Kosibaai Airport;small_airport;ZA;-27.018262;32.750399;140.0;no
FAKE;Keimouth Airport;small_airport;ZA;-32.697337;28.356291;222.0;no
FAKF;Koffee Bay Airport;small_airport;ZA;-31.957335;29.174543;10.0;no
FAKG;Komati Power Station Airport;small_airport;ZA;-26.093299865722656;29.45560073852539;5289.0;no
FAKH;Kenhardt Aerodrome;small_airport;ZA;-29.329436;21.191798;2723.0;no
FAKI;Kobb Inn Airport;small_airport;ZA;-32.433799;28.683467;147.0;no
FAKK;Kakamas Airport;small_airport;ZA;-28.808598;20.644936;2322.0;no
FAKL;Kriel Airport;small_airport;ZA;-26.251100540161133;29.194700241088867;5262.0;no
FAKM;Kimberley Airport;large_airport;ZA;-28.805401;24.764872;3950.0;yes
FAKN;Kruger Mpumalanga International Airport;large_airport;ZA;-25.383327;31.105325;2829.0;yes
FAKO;Komga Airport;small_airport;ZA;-32.59280014038086;27.87579917907715;2178.0;no
FAKP;Komatipoort Airport;small_airport;ZA;-25.44029998779297;31.93000030517578;541.0;no
FAKR;Krugersdorp Airport;small_airport;ZA;-26.080826;27.725915;5499.0;no
FAKS;Kroonstad Airport;small_airport;ZA;-27.660601;27.3158;4700.0;no
FAKT;Kitty Hawk Airport;small_airport;ZA;-25.8600006104;28.4500007629;4619.0;no
FAKU;Johan Pienaar Airport;medium_airport;ZA;-27.456596;23.411946;4382.0;no
FAKV;Koffyfontein Min Airport;small_airport;ZA;-29.43939971923828;24.98859977722168;3996.0;no
FAKW;Kareedouw Airport;small_airport;ZA;-33.96666717529297;24.299999237060547;1050.0;no
FAKX;Kenton-on-Sea Airport;small_airport;ZA;-33.670329;26.630593;172.0;no
FAKZ;Kleinsee Airport;medium_airport;ZA;-29.6884002686;17.093999862700002;270.0;no
FALA;Lanseria International Airport;large_airport;ZA;-25.938964;27.926642;4517.0;yes
FALB;Ladybrand Airfield;small_airport;ZA;-29.181101;27.4536;5180.0;no
FALC;Lime Acres Finsch Mine Airport;medium_airport;ZA;-28.36009979248047;23.43910026550293;4900.0;no
FALD;Londolozi Airport;small_airport;ZA;-24.7478;31.4743;1300.0;no
FALE;King Shaka International Airport;large_airport;ZA;-29.6144444444;31.1197222222;295.0;yes
FALF;Loeriesfontein Airport;small_airport;ZA;-30.906400680541992;19.42530059814453;2997.0;no
FALH;Lohathla Military Airport;small_airport;ZA;-28.036800384521484;23.09869956970215;4500.0;no
FALI;Lichtenburg Airport;small_airport;ZA;-26.175699;26.184601;4875.0;no
FALK;Lusikisiki Airport;closed;ZA;-31.369531;29.590456;1831.0;no
FALL;Lydenburg Airport;small_airport;ZA;-25.10330009460449;30.41419982910156;4882.0;no
FALM;Makhado Air Force Base Airport;small_airport;ZA;-23.159901;29.696501;3069.0;no
FALO;Louis Trichardt Airport;small_airport;ZA;-23.061899185180664;29.86470031738281;3025.0;no
FALQ;El Mirador Airport;small_airport;ZA;-28.98611068725586;29.47972297668457;3897.0;no
FALW;Langebaanweg Airport;medium_airport;ZA;-32.9688987732;18.1602993011;108.0;no
FALY;Ladysmith Airport;medium_airport;ZA;-28.5816993713;29.7497005463;3548.0;no
FAMA;Matatiele Airport;small_airport;ZA;-30.322200775146484;28.7942008972168;4762.0;no
FAMB;Middelburg Airport;small_airport;ZA;-25.684799;29.440201;4886.0;no
FAMC;Middelburg 2 Airport;small_airport;ZA;-31.547199249267575;25.02939987182617;4022.0;no
FAMD;Malamala Airport;medium_airport;ZA;-24.816866;31.544085;1124.0;no
FAMF;Malabar Airport;small_airport;ZA;-29.010929;23.849489;3348.0;no
FAMG;Margate Airport;medium_airport;ZA;-30.8574008942;30.343000412;495.0;yes
FAMH;Musina(Messina) Airport;small_airport;ZA;-22.355672;29.9862;1904.0;no
FAMI;Marble Hall Airport;small_airport;ZA;-24.9891;29.2831;2980.0;no
FAMJ;Majuba Power Station Airport;small_airport;ZA;-27.0793;29.7785;5600.0;no
FAMK;Mafikeng Airport;closed;ZA;-25.816668;25.616667;4201.0;no
FAML;Manyani Game Lodge Airport;small_airport;ZA;-25.816699981689453;25.716699600219727;4383.0;no
FAMM;Mmabatho International Airport;medium_airport;ZA;-25.798400878900004;25.5480003357;4181.0;yes
FAMN;Malelane Airport;small_airport;ZA;-25.473581;31.565947;1153.0;no
FAMO;Mossel Bay Airport;small_airport;ZA;-34.158746;22.055676;531.0;no
FAMP;Madimbo Airport;small_airport;ZA;-22.37470054626465;30.88159942626953;2116.0;no
FAMQ;Maclear Airport;small_airport;ZA;-31.072201;28.376141;4106.0;no
FAMS;Morningside Farm Airport;medium_airport;ZA;-25.7045001984;26.9090003967;4251.0;no
FAMT;Molteno Airport;small_airport;ZA;-31.38960075378418;26.3484001159668;5254.0;no
FAMU;Mkuze Airport;medium_airport;ZA;-27.626101;32.0443;400.0;yes
FAMX;Mbazwana Airport;small_airport;ZA;-27.48139953613281;32.59389877319336;195.0;no
FAMY;Malmesbury Airport;small_airport;ZA;-33.486132;18.710311;971.0;no
FAMZ;Msauli Airport;small_airport;ZA;-26.049999237060547;31.017000198364254;2548.0;no
FANX;Diepkloof Airfield;small_airport;ZA;-33.34752;18.69684;689.0;no
FAOF;Jack Duvenhage Airport;small_airport;ZA;-27.961700439453125;22.71660041809082;4216.0;no
FAPE;Chief Dawid Stuurman International Airport;large_airport;ZA;-33.989715;25.617353;226.0;yes
FAPH;Hendrik Van Eck Airport;medium_airport;ZA;-23.9372005463;31.1553993225;1432.0;yes
FASX;Hendrik Swellengrebel Airport;small_airport;ZA;-34.048199;20.4746;407.0;no
FAUT;K. D. Matanzima Airport;medium_airport;ZA;-31.5463631849;28.6733551025;2400.0;yes
FAWN;Cape Winelands Airport;small_airport;ZA;-33.77;18.74;399.0;no
FAZP;Mazeppa Bay Airport;small_airport;ZA;-32.472152;28.65052;13.0;no
FBAB;Abu Airport;small_airport;BW;-19.4159;22.5526;3170.0;no
FBBP;Bottle Pan Airport;small_airport;BW;-18.7704;25.2458;3395.0;no
FBBS;Bokspits Airport;small_airport;BW;-26.8881;20.6921;2815.0;no
FBCH;Chobe Airport;small_airport;BW;-18.534381;23.660149;3113.0;no
FBCM;Cement Airport;small_airport;BW;-19.541;22.591;3155.0;no
FBCO;Camp Okavango Airport;small_airport;BW;-19.131115;23.102505;3158.0;no
FBDT;Delta Camp Airport;small_airport;BW;-19.533698;23.093792;3140.0;no
FBDV;Deception Valley Airport;small_airport;BW;-20.9866;23.6576;3185.0;no
FBGD;Gundingwa Airport;small_airport;BW;-18.61649;22.915932;3165.0;no
FBGH;Goodhope Airport;small_airport;BW;-25.4329;25.4092;4250.0;no
FBGM;Gumare Airport;small_airport;BW;-19.338;22.1544;3177.0;no
FBGP;Gope Airport;small_airport;BW;-22.6523;24.7536;3340.0;no
FBGS;Grassland Airport;small_airport;BW;-21.7255;22.362657;3495.0;no
FBGU;Guma Airport;small_airport;BW;-18.953997;22.367073;3220.0;no
FBGW;Gweta Airport;small_airport;BW;-20.1987;25.2187;3050.0;no
FBGY;Grundy's Airport;small_airport;BW;-21.40437;27.694864;3055.0;no
FBGZ;Ghanzi Airport;small_airport;BW;-21.692499;21.6581;3730.0;no
FBHU;Hunda Airport;small_airport;BW;-19.2765;22.475646;3195.0;no
FBHV;Haina Ventures Airport;small_airport;BW;-20.9524;23.669184;3185.0;no
FBJA;Jao Airport;small_airport;BW;-19.3163;22.5951;3175.0;no
FBJW;Jwaneng Airport;medium_airport;BW;-24.602301;24.691;3900.0;no
FBKA;Kaa Airport;small_airport;BW;-24.330635;20.635671;3645.0;no
FBKD;Kwando Lagoon Airport;small_airport;BW;-18.209087;23.387197;3150.0;no
FBKE;Kasane International Airport;large_airport;BW;-17.831653;25.166195;3289.0;yes
FBKG;Kang Airport;small_airport;BW;-23.677969;22.817767;3520.0;no
FBKI;Kiri Airport;small_airport;BW;-19.61594;23.04234;3135.0;no
FBKK;Kanana Airport;small_airport;BW;-19.5688;22.875575;3140.0;no
FBKP;Kings Pool Airport;small_airport;BW;-18.441959;23.688716;3100.0;no
FBKR;Khwai River Lodge Airport;small_airport;BW;-19.149477;23.787937;3000.0;no
FBKW;Kwando Lebala Airport;small_airport;BW;-18.36099;23.53049;3125.0;no
FBKY;Kanye Airport;small_airport;BW;-25.049999;25.3167;4199.0;no
FBLL;Limpopo-Lipadi Airport;small_airport;BW;-22.55153;28.492105;2460.0;no
FBLO;Lobatse Airport;closed;BW;-25.1981;25.7139;3823.0;no
FBMG;Machaneng Airport;small_airport;BW;-23.18455;27.501029;2900.0;no
FBMN;Maun International Airport;large_airport;BW;-19.970491;23.431409;3093.0;yes
FBMU;Mamuno Airport;small_airport;BW;-22.268095;20.031092;4155.0;no
FBNW;Moremi Crossing Airstrip;small_airport;BW;-19.52899;23.139408;3140.0;no
FLAA;Kawa Airport;small_airport;ZM;-13.704573;29.510608;4364.0;no
FLAB;Kakumbi Airstrip;small_airport;ZM;-13.067913;31.763252;1738.0;no
FLAI;Amelia Airport;small_airport;ZM;-13.755705;29.338077;4206.0;no
FLAT;Katete Airport;small_airport;ZM;-14.118694;32.060995;3520.0;no
FLBA;Mbala Airport;small_airport;ZM;-8.85917;31.336399;5454.0;no
FLCC;Chocha Airport;small_airport;ZM;-8.43184;29.805057;3270.0;no
FLCF;Chifunda Airstrip;small_airport;ZM;-11.884965;32.568551;2078.0;no
FLCG;Chilongolo Airport;small_airport;ZM;-15.496356;28.172259;4055.0;no
FLCP;Chipata Airport;small_airport;ZM;-13.5583;32.5872;3360.0;no
FLCS;Chinsali Airport;small_airport;ZM;-10.582491;32.079678;4350.0;no
FLCU;Chunga Airstrip;small_airport;ZM;-15.053957;25.985673;3632.0;no
FLEA;East One Airport;small_airport;ZM;-11.635700225830078;29.73590087890625;3900.0;no
FLEB;East Two Airport;small_airport;ZM;-11.108281;30.359645;3900.0;no
FLEC;East Three Airport;small_airport;ZM;-14.116653;30.129175;2300.0;no
FLED;East Four Airport;small_airport;ZM;-14.833000183105469;30.08300018310547;1880.0;no
FLEE;East Five Airport;closed;ZM;-10.539075;33.406194;4200.0;no
FLEF;East Six Airport;small_airport;ZM;-11.135792;30.015396;3800.0;no
FLEG;East Seven Airport;small_airport;ZM;-12.41734;29.483342;4000.0;no
FLEH;East Eight Airport;small_airport;ZM;-12.150273;29.437594;4000.0;no
FLFW;Fiwila Airport;small_airport;ZM;-13.975102;29.6259;3983.0;no
FLGE;Mukinge Mission Airstrip;small_airport;ZM;-13.473517;25.857827;4045.0;no
FLIK;Isoka Airport;small_airport;ZM;-10.161962;32.65975;4462.0;no
FLJK;Jeki Airport;small_airport;ZM;-15.6334;29.6036;1165.0;no
FLKB;Kawambwa Airport;small_airport;ZM;-9.798060417175291;29.091699600219727;4640.0;no
FLKE;Kasompe Airport;medium_airport;ZM;-12.5728;27.8939;4636.0;no
FLKG;Kalengwa Airport;small_airport;ZM;-13.47410011291504;25.01409912109375;4093.0;no
FLKJ;Kanja Airport;closed;ZM;-16.450001;23.367001;3370.0;no
FLKL;Kalabo Airport;small_airport;ZM;-14.998818;22.648372;3450.0;no
FLKO;Kaoma Airport;small_airport;ZM;-14.8;24.783001;3670.0;no
FLKS;Kasama Airport;small_airport;ZM;-10.210169;31.123045;4541.0;yes
FLKU;Kanyau Airport;small_airport;ZM;-16.5;22.41699981689453;3448.0;no
FLKW;Milliken Airport;small_airport;ZM;-14.4506;28.3792;3920.0;no
FLKY;Kasaba Bay Airport;small_airport;ZM;-8.525;30.663;2780.0;no
FLKZ;Lukuzi Airport;small_airport;ZM;-12.847881;32.035818;1801.0;no
FLLA;Luanshya Zambia Airport;small_airport;ZM;-13.143052;28.426517;4101.0;no
FLLC;Lusaka City Airport;medium_airport;ZM;-15.4138;28.3307;4200.0;no
FLLD;Lundazi Airport;small_airport;ZM;-12.28600025177002;33.18600082397461;3750.0;no
FLLG;Luwingu Airport;small_airport;ZM;-10.24530029296875;29.91399955749512;4650.0;no
FLLI;Harry Mwanga Nkumbula International Airport;large_airport;ZM;-17.821524;25.819642;3302.0;yes
FLLK;Lukulu Airport;small_airport;ZM;-14.375891;23.248648;3480.0;no
FLLO;Kalomo Airport;small_airport;ZM;-16.982999801635742;26.482999801635746;4100.0;no
FLLS;Kenneth Kaunda International Airport;large_airport;ZM;-15.330833;28.452722;3779.0;yes
FLMA;Mansa Airport;small_airport;ZM;-11.137;28.872601;4101.0;no
FLMB;Maamba Airport;small_airport;ZM;-17.367401;27.185162;2050.0;no
FLMF;Mfuwe International Airport;large_airport;ZM;-13.2589;31.9366;1853.0;yes
FLMG;Mongu Airport;medium_airport;ZM;-15.2545;23.1623;3488.0;no
FLMK;Mkushi Airport;small_airport;ZM;-13.621716;29.38492;4195.0;no
FLML;Mufulira Airport;small_airport;ZM;-12.565199851989746;28.294300079345703;4350.0;no
FLMO;Monze Airport;small_airport;ZM;-16.288073;27.505367;3700.0;no
FLMP;Mpika Airport;small_airport;ZM;-11.899366;31.434681;4600.0;no
FLMU;Mulobezi Airport;small_airport;ZM;-16.776633;25.185803;3175.0;no
FLMW;Mwinilunga Airport;small_airport;ZM;-11.654000282287598;24.43099975585937;4524.0;no
FLMZ;Mazabuka Airport;small_airport;ZM;-15.861332;27.828324;3450.0;no
FLPA;Kasempa Airport;small_airport;ZM;-13.4399995803833;25.785999298095703;4150.0;no
FLPK;Mporokoso Airport;small_airport;ZM;-9.3697;30.128;4787.0;no
FLPO;Kabompo Airport;small_airport;ZM;-13.576000213623049;24.229999542236328;3535.0;no
FQAG;Angoche Airport;small_airport;MZ;-16.18187;39.945217;121.0;no
FQBI;Bilene Airport;small_airport;MZ;-25.265985;33.238598;118.0;no
FQBR;Beira International Airport;large_airport;MZ;-19.7964;34.9076;33.0;yes
FQCB;Cuamba Airport;small_airport;MZ;-14.815;36.529999;1919.0;no
FQCH;Chimoio Airport;medium_airport;MZ;-19.15130043029785;33.42900085449219;2287.0;yes
FQFU;Furancungo Airport;small_airport;MZ;-14.91860008239746;33.628299713134766;;no
FQIA;Inhaca Airport;small_airport;MZ;-25.9971446991;32.9293518066;10.0;no
FQIB;Ibo Airport;small_airport;MZ;-12.350174;40.602297;27.0;no
FQIN;Inhambane Airport;medium_airport;MZ;-23.8764;35.408501;30.0;yes
FQLC;Lichinga Airport;medium_airport;MZ;-13.274;35.2663;4505.0;yes
FQLU;Lumbo Airport;small_airport;MZ;-15.0331;40.6717;33.0;no
FQMA;Maputo Airport;large_airport;MZ;-25.920799;32.572601;145.0;yes
FQMD;Mueda Airport;medium_airport;MZ;-11.6729;39.563099;2789.0;no
FQMP;Mocímboa da Praia Airport;medium_airport;MZ;-11.3618;40.3549;89.0;no
FQMR;Marrupa Airport;small_airport;MZ;-13.2251;37.552101;2480.0;no
FV76;Kwekwe East Airport;small_airport;ZW;-19.010799;30.0252;4025.0;no
FV77;Mhangura Airport;small_airport;ZW;-16.910101;30.2423;4078.0;no
FVAB;Aberdeen Airport;small_airport;ZW;-18.195092;32.675326;4495.0;no
FVAE;Braebourne Airport;small_airport;ZW;-16.66699981689453;31.232999801635746;3600.0;no
FVBB;Beitbridge Airport;small_airport;ZW;-22.197617;30.012774;1509.0;no
FVBI;Binga Airport;small_airport;ZW;-17.647513;27.316859;1950.0;no
FVBL;Mabalauta Airport;small_airport;ZW;-21.91699981689453;31.46699905395508;950.0;no
FVBM;Bumi Hills Airport;small_airport;ZW;-16.816485;28.344786;1650.0;no
FVBO;Bosbury Airport;small_airport;ZW;-18.21699905395508;30.132999420166016;3940.0;no
FVBU;Joshua Mqabuko Nkomo International Airport;large_airport;ZW;-20.016284;28.622897;4359.0;yes
FVCC;C.C. Strip;small_airport;ZW;-17.433000564575195;30.299999237060547;4050.0;no
FVCD;Chirundu Airport;small_airport;ZW;-15.998082;28.899056;1310.0;no
FVCE;Celina Airport;small_airport;ZW;-17.517000198364258;30.850000381469727;4058.0;no
FVCH;Chipinge Airport;small_airport;ZW;-20.206699;32.6283;3720.0;no
FVCM;Cam+Motor Airport;small_airport;ZW;-18.299999;29.979444;3720.0;no
FVCN;Centenary Airport;small_airport;ZW;-16.7341;31.122;4058.0;no
FVCP;Charles Prince Airport;small_airport;ZW;-17.7516;30.9247;4845.0;no
FVCR;Chizarira Airport;small_airport;ZW;-17.683000564575195;27.899999618530277;3280.0;no
FVCV;Chivu Airport;small_airport;ZW;-19.03300094604492;30.899999618530277;4790.0;no
FVCZ;Buffalo Range Airport;medium_airport;ZW;-21.008101;31.5786;1421.0;no
FVDA;Dawsons Airport;small_airport;ZW;-17.0049;30.8961;4762.0;no
FVDE;Deka Airport;small_airport;ZW;-18.093208;26.714038;1750.0;no
FVDU;Dudley Airport;small_airport;ZW;-18.28300094604492;31.482999801635746;4986.0;no
FVED;Eduan Airport;small_airport;ZW;-18.767000198364254;29.78300094604492;3900.0;no
FVFG;Fothergill Airport;small_airport;ZW;-16.704523;28.660112;1630.0;no
FVFI;Filabusi Airport;small_airport;ZW;-20.535814;29.256185;3525.0;no
FVGB;Gombera Airport;small_airport;ZW;-16.958341;30.358828;3294.0;no
FVGD;Gwanda Airport;small_airport;ZW;-20.899999618530277;29.0;3328.0;no
